person_id,political_party,source,description,value
1063,r,Mrs. Elsie Hillman,Airplane flight to Philadelphia for funeral of Senator Specter (1016/12),$750.00
1063,r,Piusburgh Penguin Foundation,Ticket to Stanley Cup,$400.00
1063,r,Armand Dellovade,"Farmington, PA and West Palm Beach, FL / Gold, meals, lodging","$1,800.00"
1061,r,"Law clerks (present & fonner), interns (present & former), staff, and friends",Cruise from Alaska to Vancouver via the Inside Passage,"$4,100.00"
1045,r,West Publishing Co.,Books,S1.506.00
1045,r,West Publishing Co.,Books,"$1,184.88"
1045,r,West Publishing Co.,Books,"$1,506.00"
1045,r,West Publishing Co,Books,"$4,645.20"
1045,r,West Publishing Co.,Books,"$1,215.00"
1045,r,West Publishing Co.,Books,"$1,255.00"
1045,r,West Publishing Co.,Books,"$4,645.20"
1045,r,West Publishing Co.,Books,$11154.88
1045,r,West Publishing Co.,Books,"$1,058.21"
1042,d,Herzog Contracting Corp.,Transportation & Lodging on fishing trip to Ontario Canada,"$2,000.00"
1042,d,Herzog Contracting Corp.,Transportation to Cabo San Lucas MX,"$1,000.00"
1042,d,Michael Ketchmark,Lodging Cabo San Lucas MX,"$1,000.00"
1042,d,Herzog Contracting Corp,transportation anc. oc ging on {1s ung trip to Ontario. Canaca,$2.000.00
1042,d,Herzog Contracting Corp.,"transportation and lodging on fishing trip to Ontario, Canada","$2,000.00"
1042,d,Herzog Contracting Corp.,"transportation and lodging on fishing trip to Ontario, Canada","$2,000.00"
1042,d,Herzog Contracting Corp.,"transportation and lodging on hishing tp to Ontano, Canada","$2,000.00"
1042,d,Herzog Contracting Corp.,"Transportation and lodging on fishing trp to Ontario, Canada","$2,500.00"
1042,d,Herzog Contracting Corp.,"transportation and lodging on hishing tp to Ontano, Canada","$2,000.00"
1042,d,Herzog Contracting Corp.,transportation and lodging on tnp to Cabo San Lucas,"$1,500.00"
1042,d,Herzog Contracting Corp.,"Transportation & Lodging on trip to Cabo San Lucas, MX","$1,500.00"
1042,d,Herzog Contracting Corp.,Transportation & Lodging on fishing np to Ontario Canada,"$2,000.00"
1042,d,Erzog Contracting Cor.,"ransnortation anc oc ging on 1s ung tri to Ontario, Canaca","$2,500.00"
1042,d,Herzog Contracting Corp.,"transportation and lodging on hishing tp to Ontano, Canada","$2,000.00"
1042,d,Herzog Contracting Corp.,transportation and lodging on tnp to Cabo San Lucas,"$1,800.00"
1042,d,Herzog Contracting Corp.,"transportation and lodging on hishing tp to Ontano, Canada","$2,000.00"
1038,r,Bayview Yacht Club,Guest Membership,
1038,r,Bayview Yacht Club,Guest Membership,
1038,r,Bayview Yacht Club,Guest Membership,
1038,r,Bayview Yacht Club,Guest Membership,
1027,d,Stands Club of Chicago,1 confiaued 10 be an booomary axamber of the Standard Club of Chicago (cont Part vu),
1021,r,Former Law Clerks,Fountain pen by former law clerks for my 30th judicial anniversary,$875.00
1002,r,Minneapohs Club,Hooorary Membership,
1002,r,Honorary Membership,Minneapolis Club,
1002,r,Honorary Membership,Minneapolis Club,
1002,r,Minneapolis Club,Honorary Membership,$25.00
1002,r,Honorary Membership,Minneapolis Club,
2967,d,Arizona Bankruptcy Amencan Inn of Court,honorary membership,$600.00
2967,d,Arizona Bankruptcy Amencan Inn of Court,Honorary membership,$600.00
2967,d,Arizona Bankruptcy Amencan Inn of Court,Honorary membership,$600.00
2965,r,Russell Lindner,Colonial Parking Pass,$400.00
2965,r,Russell Lindner,Colonial Parking Pass,$400.00
2965,r,"Kirkland & Ellis, LLP, Washington, DC",Pro bono legal services and costs (see note in Part VIII),"$67,082.00"
2965,r,"Kirkland & Ellis, LLP, Washington, DC",Pro bono legal services and costs (see note in Part VIII),"$47,324.00"
2965,r,"Kirkland & Ellis, LLP, Washington, DC",Pro bono legal services and costs (see note in Part VIII),$48844.00
2961,d,James Nobile,"jewelry, clothes, cd, household goods","$2,100.00"
2961,d,James Nobile,"jewelry, clothes, cd, household goods","$2,100.00"
2961,d,James Nobile,"jewelry, clothes, album, cd, meals","$2,230.00"
2961,d,Law Clerks & Judicial Assistant,theater tickets,$600.00
2961,d,James Nobile,"jewelry, clothes, books, meals, entertamnment, home fTurmshmgs","$2,500.00"
2961,d,James Nobile,"ewelry, clothes, od, meals, travel, entertamment","$2,600.00"
2961,d,Law Clerks & Judicial Assistant,theater tickets,$600.00
2961,d,James Nobile,"jewelry, clothes, books, meals, entertammment, gym membership, home furnishings","$2,500.00"
2961,d,James Nobile,"jewelry, clothes, books, meals, entertamment, gym membership","$3,000.00"
2961,d,James Nobile,"jewelry, clothes, books, meals, entertamnment, home fTurmshmgs","$3,000.00"
2961,d,James Nobile,"ewelry, clothes, audio books, meals, entertamment","$2,700.00"
2961,d,James Nobile,"jewelry, clothes, books, meals, entertamment, gym membership","$2,200.00"
2961,d,James Nobile,"jewelry, clothes, books, meals, entertamnment, home fTurmshmgs","$2,500.00"
2900,r,"Federico E. Virella, Jr",Mets baseball tickets (3),$639.00
2900,r,David Howard/New York Mets,6 nekets to game + refreshments,"$1,200.00"
2898,r,Wilson Hughes of GCI Ine,Fishing trp,"$2,000.00"
2898,r,"Wilson Hughes of General Communications Inc,",Fishing Trip to Western Alaska,"$3,600.00"
2893,r,Guests at farewell luncheon from previous employment,Montblanc pen and card holder,
2893,r,"Susman Godfrey, LLP",legal services (see part VII for further explanation),"$26,658.91"
2893,r,Phyllis Northrup,family gift,$10000.00
2883,r,,Ant Bed dl wl AAA A ARS AN,
2871,d,Arizona Club,Honorary membership - dues,
2867,d,Stephan Landsman,Bracelet (net value after quid pro quo),$445.00
2867,d,Debevoise & Plimpton LLP,Judge's robe,$413.00
2861,r,The Minneapolis Chub,Honorary membership (resigned in October; see Part VIII),$0.00
2855,r,Federal Circuit Bar Association,2017 Annual Dinner,$156.38
2852,r,University Club *withdrew before end of reporting period,Honorary Membership,$700.00
2852,r,Bryan A. Gamer,Dictionaries,$950.00
2852,r,University Club,Honorary Membership,
2852,r,Washington Golf and Tennis Club,Honorary Membership,
2852,r,University Club,Honorary Membership,
2852,r,Washington Golf and Tennis Club,Honorary Membership,
2852,r,Nanonal Wild Turkey Federation,Shotgun,"$1,000.00"
2840,d,Alan Sash,Tickets to soccer game at Yankee Stadium,"$1,275.00"
2840,d,Alan Sash,Tickets to soccer game at Yankee Stadium,"$1,275.00"
2838,d,Former Judicial Law Clerks and Staff,Engraved Wnitstwatch on the occasion of my taking senior status,$610.00
2827,d,George P. Kazen,season tickets for broadway season at Majestic for me and IRN his goddaughte,"$2,000.00"
2821,r,Matthew Murphey,Trip to Krull Lodge,"$2,500.00"
2808,d,Balumore Onoles,fH Baseball Game Tickets,$600.00
2806,r,LaynR. Phillips,Mr Phillips gave “I mileage for 2 roundirip fights to Australia in 1/09,"58,800.00"
2806,r,Layn R. Phillips,Mr. Phillips gave me mileage for roundtrip flight to Australia in January 2008.,"$4,000.00"
2797,r,Partial Honorary Membership,$ 1800.00,
2797,r,Partial Honorary Membership,"$1,800.00",
2797,r,Partial Honorary Membership,,"$1,800.00"
2797,r,Patmal Honorary Membership,,"$1,800.00"
2775,r,Minneapolis Club - 2.,Honorary Membership value unknown (sce attached),
2775,r,SOURCE 1. Minneapolis Club,DESCRIPTION _ Honorary Membership,
2775,r,Honorary Membership,Minneapolis Club,
2775,r,Minneapolis Club,Honorary Membership,
2775,r,Value unknown (see attached),eee tee eee ———,$0.00
2775,r,Honorary Membership,Minneapolis Club ores veces eS ———,$0.00
2773,r,Staff Members,General Birthday and Holiday,
2766,d,Kathryn Hall,Plane transportation from New Jersey to California,"$8,500.00"
2766,d,John D. Dwekman,Plane transportation from New Jersey to California,"$3,000.00"
2766,d,John D. Dwekman,Plane transportation from New Jersey to California,"$3,000.00"
2766,d,John Drekman,Travel from New Jersey to California,"$3,000.00"
2763,d,Suit and necklace,C.Marvin,
2763,d,Marvin,shap/tour,"$4,854.00"
2763,d,Marvin,gift to Children's Hospital,
2751,r,Honor of 20th Anniversary as District Judge.,CE a TI ay eT,
2740,d,THE HISTORY MAKERS,TWO TICKETS TO TAPING OF TV INTERVIEW OF DICK PARSO NS,"$2,000.00"
2740,d,JAMES DEGRAJTFENREIDT,FOUR TICKETS TO GAME AT VERIZON CENTER,$620.00
2740,d,I] ERIC HOLDER,FOUR TICKETS TO GAME AT RFK STADIUM,
2740,d,JAMES DEGRAFFENREIDT,FOUR TICKETS TO GAME AT FEDEX FIELD,
2740,d,"Henry Morris, Arent Fox LLC",Two tickets to suite for concert at Verizon Center,$700.00
2740,d,Leftrey Puretz,Two National Theater tickets,$800.00
2740,d,Ronald Sullivan,Ticket to NBA game,$550.00
2740,d,William Martin,Two WBA banquet tickets,$350.00
2740,d,Wilham Martin,Two WBA banquet tickets,$350.00
2740,d,Just The Beginning Foundation,Biennial judges’ conference in Chicago,$762.66
2740,d,Debra Lee,Three tickets to BET Honors,"$1,500.00"
2738,r,"Robert Trent Jones Golf Club Gainesville, Virginia",Honorary Membership (Annual Dues) (Membership not used in any way) (See Part VIII),"$12,600.00"
2738,r,"University Club of Washington, DC",Honorary Membership (Annual Dues) (Membership not used in any way) (See Part VIII),"$3,240.00"
2738,r,Mississipm Federal Judges,Inscribed foothall helmet,$579.00
2727,r,"See Section VIII, Part V",,
2727,r,"See Section VIII, Part V",,
2727,r,"See Section VIII, Part V",,
2727,r,"See Section VII, Part V",,
2727,r,See Section VIII. Pan V,,
2727,r,"See Section VII, Part V",,
2727,r,"See Section VII, Part V",,
2727,r,"See Section VIII, Part V",,
2727,r,"See Section VIII, Part V",,
2727,r,"See Section VIII, Part V",,
2727,r,"See Section VIII, Part V",,
2727,r,"See Section VII, Part V",,
2727,r,"See Section VIII, Part V",,
2723,r,American Board of Trial Advosates,Free Membership,
2723,r,Reduced Membership,American Board of Trial Advocates,
2723,r,Reduced Membership,American Board of Trial Advocates,$450.00
2723,r,Reduced Membership,American Board of Trial Advocates,
2723,r,Reduced Membership,American Board of Trial Advocates,
2723,r,Reduced Membership,Amencan Board of Tnal Advocates,$450.00
2723,r,American Board of Trial Advocates,Reduced Membership,$450.00
2723,r,Reduced Membership,American Board of Trial Advocates,$450.00
2723,r,Reduced Membership,Amencan Board of Tnal Advocates,$450.00
2723,r,Reduced Membership,Amencan Board of Tnal Advocates,$450.00
2723,r,American Board of Trial Advocates,Reduced Membership,$450.00
2723,r,Reduced Membership,Amencan Board of Tnal Advocates,$450.00
2719,d,Duke Law School,Scholarship «= LL.M. in Judicial Studies Program,$18040.00
2719,d,Duke Law School,"Scholarship «« LL.M, m Judicial Studies Program",$180965.00
2709,d,Allen & Stephame Levin,Stay with friends at their condo in Florida,"$1,000.00"
2703,d,Willams Mullen Clark and Dobbins,Reception for Investiture,$25412.00
2703,d,Hispanic Bur Association of DC,Reception for Investiture,$800.00
2703,d,Federal Circuit Bar Association,Reception for Investiture,"$5,000.00"
2703,d,Customs and International Trade Bar Association,Reception for Investiture,"$2,500.00"
2697,d,Blue Ridge Country Club,honorary golf membership - See VII oT,
2697,d,West Shore Coumtry Club,honorary golf merubership ~ See Vill,
2697,d,Torresdale-Frankford Country Club,honorary golf membership - See VII,
2697,d,Honorary golf membership - resigned 10/23/08 -- See VIII,Tormresdale-Frankford Country Club,$0.00
2697,d,Honorary golf membership - resigned 10/23/08 -- See VIII,West Shore Country Club,$0.00
2697,d,Honorary golf membership - resigned 10/23/08 -- See VIII,Blue Ridge Country Club,$0.00
2697,d,Philadelphia Orchestra,Academy Ball tickets,$560.00
2697,d,Honorary golf membership - See VIII,Blue Ridge Country Club,
2697,d,Honorary golf membership - See VIII,West Shore Country Club,
2697,d,Honorary golf membership - See VIII,Torresdale-Frankford Country Club,
2697,d,Blue Ridge Country Club,honorary golf membership - See VIII,
2697,d,Br) ‘West Shore Country Club,honorary golf membership - See Vil,
2697,d,Torresdale-Frankford Country Club,honorary golf membership - See VIII,
2697,d,Philadelphia Orchestra,Academy Ball tickets,$800.00
2693,r,Anderson Japanese Gardens,Waiver of use fee at Gardens for anniversary party,
2691,r,The University Club,Honorary Membership,
2691,r,Washingten Golf and Ceuntry Club,Henorarv Membership *(see Part VIII),
2688,d,Eddie Manms,Alcohol for Investiture Party,$750.00
2686,d,Thomas Jefferson Foundation,Thomas Jefferson Foundation Medal in Law,"$10,000.00"
2686,d,"Federal Bar Association, Mississippi Chapter",Contribution toward reception for investiture,$500.00
2686,d,Magnolia Bar Association,Conmbution toward reception for mvestiture,"$1,000.00"
2666,d,Sandra Day O'Connor College of Law,Justice Prize Diner honoring former President Junmy Carter,$500.00
2664,d,Duke University,Academic Scholarship and Academic Fees,"$19,236.00"
2652,d,AMacArther Foundatwn,Saedaher at conference,"framponaton, iedgme, toad"
2651,r,Federal Bar Association,Lodging,$400.00
2647,r,,oe Bed shes ET,
2641,d,,,Yo NSA
2636,r,Former Law Clerks (10 year reunion),Bust of Alexander Hamilton for Judicial Chambers,$2867.00
2635,d,"Bondurant, Mixson & Elmore, LLP",wine and beer for investiture reception,"$1,211.00"
2634,r,Issak and Debbie Mayergoyz,Scarf,$435.00
2624,d,Bob Donaldson,"Plane transportation, roundtrip Orlando to Marsh Harbor","$1,200.00"
2624,d,SOURCE 1. ACTL,": DESCRIPTION Annual Florida Dinner, 6/27/03 (Food)",
2624,d,Thomas Cardwell,Lodging and car rental in Fresny; France,"$1,500.00"
2624,d,Paul Mears. Jr,l'om Petty concert,$800.00
2624,d,John DeVault,"8 mights lodging during tal, Jax Jaguar ticket",$800.00
2624,d,"Paul Mears, Jr","plane transportation, roundirp Orlando to Minnesota",$500.00
2624,d,Paul Mears. Jr,"Plane transportation, troundtrip Orlando to Mmnesota",$800.00
2624,d,"Paul Mears, Jr","Plane transportation, Marsh Harbor to Orlando",$600.00
2624,d,Bob Donaldson,"Plane transportation, Orlando to Marsh Harbor",$600.00
2623,r,Fanigy of 2UeHae KAIN,"Hom SHiaey vs ea, Duet",fenwTrave [BAeecs
2612,r,The Club at Sonterra,Honerary Membership (Estimated dues),
2612,r,The Club at Sonterra,Honorary Membership (Dues & Various privileges),
2612,r,The Club at Sonterra,Honorary Membership (Dues & various privileges),"$6,500.00"
2612,r,The Club at Sonterra,Honorary Membership (Dues & Various Privileges),
2601,d,Hunting Trip,Diamond Offshore,
2601,d,Hunting Trip,Diamond Offshore,
2601,d,Hunting Trip,Diamond Offshore,
2568,d,Susman Godfrey LLP,Legal Services,"$26,658.91"
2568,d,Susman Godfrey LLP,Legal Services,"$6,466.00"
2560,r,ATTEND ANNUAL REVIEW SEMINAR W/O CHARGE,TENNESSEE LAW INSTITUTE,$400.00
2560,r,ATTEND ANNUAL REVIEW SEMINAR W/O CHARGE,TENNESSEE LAW INSTITUTE,$400.00
2560,r,AT1END ANNUAL REVIEW SEM INAR W/O CHARGE,TENNESSEE LAW INSTITUTE,$400.00
2560,r,Ameripris SPS Advisor IRA,ALOQI,"$2,000.00"
2560,r,Ameriprise SPS Advisor IRA,Berea College,"$7,500.00"
2560,r,Amenprise SPS Advisor IRA,First Presbvtenan Church,"$7,500.00"
2560,r,Ameriprise SPS Advisor IRA,Oneida Middle School,$500.00
2560,r,ATTEND ANNUAL REVIEW SEMINAR W/O CHARGE,TENNESSEE LAW INSTITUTE,$500.00
2560,r,ATTEND ANNUAL REVIEW SEMINAR W/O CHARGE,TENNESSEE LAW INSTITUTE,$500.00
2554,d,Exempt,,
2542,d,Caparra Country Club,Honorary Membership (Annual Dues),
2542,d,Caparra Country Club,Honorary Membership (Annual Dues),
2542,d,Caparra Country Club,Honorary Membership (Annual Dues),
2524,d,Lara Leibman,"Attending wedding in NY, July 26, 18-July 29, 2018","$1,716"
2524,d,Lara Leibman,"Attending wedding in Dublin, Ireland, Aug. 15-Aug. 20, 2018","$2,830"
2522,r,"Tulsa Country Club, Tulsa, OK",See VIII,"$2,400.00"
2491,d,,oF AINA 3 SANT NY,
2484,r,Faneca,Professional Courtesies/Legal Services,"$3,000.00"
2483,r,Idle Hour Country Club,Honorary Membership-Monthly Dues,
2483,r,Idle Hour Country Club,Honorary Membership - Monthly Dues,"$3,060.00"
2483,r,Idle Hour Country Club,Honorary Membership-Monthly Dues,
2483,r,IDLE HOUR COUNTRY CLUB,HONORARY MEMBERSHIP - MONTHLY DUES,
2482,d,Notre Dame Law School,"4 football tickets, 2 kids sweatshirts, 2 kids T-Shirts, parking pass, basketball",$450.00
2482,d,Cleveland Browns,"2 football tickets, 2 pregame Held passes, parking (estimated value)",$500.00
2480,r,The Headliners Club,"Honorary Membership (dues), Austin, Texas UU","$1,000.00"
2477,r,Los Angeles IP Inn of Court,Membership,$850.00
2477,r,Association of Business Trial Lawyers,Membership,$95.00
2477,r,Los Angeles IP Inn of Court,Membership,$850.00
2477,r,L.A.L.P.Inn of Court,Membership,$750.00
2477,r,L.A.LP. Inn of Court,Membership,$750.00
2477,r,L.A. LP. Inn of Court,Membership,$750.00
2477,r,LA. LP Inn of Court,Membershup,$750.00
2477,r,Los Angeles IP Inn of Court,Membership,$850.00
2477,r,Association of Business Trial Lawvers,Membership,$95.00
2477,r,Los Angeles IP Inn of Court,Membership,$850.00
2477,r,Los Angeles IP Inn of Court,Membershup,$8550.00
2477,r,Los Angeles IP Inn of Court,Membershup,$8550.00
2477,r,LA. LP Inn of Court,Membershup,$750.00
2477,r,Los Angeles IP Inn of Court,Membershup,$8550.00
2475,r,Jim Amold,Trip'Cruise,"$5,000.00"
2465,d,Larry Ronan,Tickets to baseball game,$460.00
2462,d,WILMER HALE,MEMENTOS COMMEMORATING PORTRAIT UNVEILING,
2454,d,& Mrs. Nick Vassos,Neiman Marcus Gift Card,
2449,r,Estate of Elizabeth Anne Burton,"14 kt. yellow gold ribbed ear clips, each set with a large mabe pearl",$833.00
2449,r,Estate of Elizabeth Anne Burton,"14 kt. yellow gold ring with gold roping, mabe pearl and diamonds",$834.00
2449,r,Estate of Elizabeth Anne Burton,Pair of Louis XV style marble and ormolu base lamp,$76.00
2449,r,American Bar Association,Chihuly Glass Artwork « Estimated value,$2000.00
2449,r,American Bar Associaton,Chihuly Glass Artwork - Estimated value,"$2,000.00"
2444,d,Ron Iden,2 Tickets to Pepperdine University Law School Dinner,$400.00
2442,r,Yard Materials,yA,"$1,700.00"
2442,r,Air Fare Cheyenne Vancover Cheyenne,Marian Rochelle,$560.00
2442,r,Thomas Bronze (1/2 interest),Marian Rochelle,"$3,227.50"
2442,r,Afnca Trip & Air fare to Hawaii,April Brimmer Kunz,
2442,r,"Air Fare to Korea, Mongolia, & Siberia",April Brimmer Kunz,"$4,350.00"
2442,r,"Country Music Awards, Las Vegas Tickets, room & limo",April Brimmer Kunz,$735.00
2442,r,BNSF Train Ride,April Brimmer Kunz,$300.00
2442,r,Apnl Boimmer Kunz,"Motel room m Jackson, WY",$412.00
2442,r,Apnl Bimmer Kunz,Trip to California & Oregon,"$1,057.00"
2400,d,Yale University,"three nights lodging, lunches, and dinners at Global Constitutional seminar",$900.00
2400,d,University of Southern California,"four nights lodging, parking, lunches, and 1 dinner at Jurist in Residence prograsm","$1,481.49"
2400,d,Duke University Law School,"three nights lodging, lunches and dinners at Jurist in Residence program",$900.00
2400,d,Tumble Brook Country Club,Partial reduction of annual dues,
2400,d,Hartford Club,‘Waiver of annual dues,
2400,d,Partial reduction of annual dues,Tumble Brook Country Club,
2400,d,Waiver of annual dues,Hartford Club,
2400,d,Partial reduction of annual dues,Tumble Brook Country Club,$4478.00
2400,d,Waiver of annual dues,Hartford Club,$1666.50
2400,d,Tumble Brook Country Club,Partial reduction of annuai ducs,
2400,d,Hartford Club,‘Waiver of annual dues,
2400,d,Partial reduction of annual dues,Tumble Brook Country Club Cd ———————————————,
2400,d,Waiver of annual dues,Hartford Club LE i————————e—— sim,
2400,d,Yale Umversity,"three mghts lodging, lunches, and dimmers at Global Constitutional smimar",$900.00
2400,d,Yale Umversity,"three mghts lodging, lunches, and dimmers at Global Constitutional smimar",$900.00
2400,d,Duke University,two mights lodging at conference on class action rules,$398.00
2400,d,Yale Umversity,"three mghts lodging, lunches, and dinners at Global Constitutional seminar",$900.00
2400,d,Opperman Foundation,Devitt Award,"$15,000.00"
2400,d,Duke University,two mights lodging at conference on class action rules,$398.00
2400,d,Yale Umversity,"three mghts lodging, lunches, and dinners at Global Constitutional seminar",$900.00
2400,d,Duke University,"five nights lodgmg, lunches, and dimners at Junst m Resadence prograsm","$1,325.00"
2400,d,Yale Umversity,"three mghts lodging, lunches, and dinners at Global Constitutional seminar",$900.00
2400,d,Yale Umversity,"three mghts lodging, lunches, and dimmers at Global Constitutional semma",$900.00
2374,d,"Gray, Michael Gottlieb, Jonathan Kravis. Trevor Morrison",,
2352,d,ESTHER GIFFIN,CASH TO ASSIST WITH INVESTITURE RECEPTION EXPENSES,"$1,000.00"
2341,d,Sotins Kolokotroms,Sacramento Kings tickets. 2 games,"$1,000.00"
2341,d,Murphy Austin Adams Schoenfeld,2 tickets 10 Crocker Ball. See note in Part VII,"$2,000.00"
2341,d,Sotins Kolokotroms,Concert Tickets,$500.00
2334,d,DEBBIE GOLDBERG & SETH WAXMAN,APPROXIMATE VALLE OF VISIT TO RENTAL PROPERTY IN MARTHA'S VINEYARD,"$3,500.00"
2334,d,DEBBIE GOLDBERG & SETH WAXMAN,APPROXIMATE VALLE OF VISIT TO RENTAL PROPERTY IN MARTHA'S VINEYARD,"$3,500.00"
2331,d,Judge David Carter (CD Cal),Lamp as memento of service as Chair of Capital Case Committee,
2331,d,Roger Acheatel,2 tickets to synagogue high holy day services,$500.00
2331,d,"Vicki Yourczek (Our Real Estate Agent, SCC NOTES)","Carpet for room, washer and dryer stands, house repair services and bathroom mirror",$1100.00
2331,d,"Hyatt Regency Kanapoli, Maui - March 2017",Lodging waived at my im wedding: no ADA compliant room available.,"$1,700.00"
2331,d,Rutgers Law School Alumni Association,4 complimentary meals ($175 each) at annual alum dinner honoring me.,$7100.00
2331,d,Rutgers Law School Alumm } Association,"Engraved rocking chair commemorating my award as ""Distmguished Alumnus.""",$450.00
2331,d,Rutgers Law School Alumni Association,"Engraved award as ""Distinguished Alumnus.”",$200.00
2267,r,Wells Watson,football tickets,
2266,r,"The Sangamo Club (a city club), Spring field, IL","Honorary Mmbrship Initiation fee $1,250 and $50 @ mo. dues waived-r esigned 12/31/08",$600.00
2263,d,Tim Chapman,Framed Lithograph of The Beatles,"$1,500.00"
2250,r,Fulbright & Jaworski L.L.P,Tickets to Houston Astros games,
2234,r,Linn Inn American Inn of Court,Crystal Scupture,$200.00
2234,r,The Bar Association of the District of Columbia,Judicial Honoree of the Year Silver Platter,$500.00
2234,r,The Sedona Conference,Pewter Scupture,$250.00
2234,r,The Philadelphia Intellecutal Property Law Assocation,Crystal Award,$300.00
2234,r,Harvard University Law School,Tiffany Crystal Pitcher,$150.00
2234,r,"University Club, Washington, DC",Waiver of initiation fee & reduced monthly membership for the Governemnt Fellows,"$1,100.00"
2229,d,Mary's Ryken HS,Dinner Certificate,$100.00
2213,r,,EE AT ARVAE RASA,
2209,d,Edward Bennett Willams Inn of Court,Membership (dues),$400.00
2202,r,The Fort Worth Club,Honorary membership -- (dues),
2202,r,The Fort Worth Club,Honorary membership -- (dues),
2202,r,The City Club,Honorary membership - (dues),
2202,r,The Fort Worth Club,Honorary membership -- (dues),
2202,r,The Fort Worth Club,Honorary membership -- (dues) (before 10-13-08),"$1,500"
2202,r,"The City Club (Fort Worth, TX)",Honorary membership -- (dues) (before 10-13-08),"$1,800"
2202,r,The Fort Worth Chub,Honorary membership — (dues),
2184,r,Michael Bidwill’AZ Cardinals (no litigation),2 box seat tickets to Cardinals football game - 2 of many guests invited,"$1,600.00"
2184,r,Michael Bidwill’AZ Cardinals (no litigation),2 box seat tickets to Cardinals football game - 2 of many guests invited,"$1,600.00"
2184,r,MICHAEL BIDWILL/AZ CARDINALS (NO LITIGATION),2 BOX SEAT TICKETS TO CARDINALS FOOTBALL GAME,"$1,600.00"
2157,d,American Bar Association,John Marshall Award - Chihuly sculpture,"$5,000.00"
2099,r,The Fort Worth Club,"Sec explanation in See, VII",5167.79
2099,r,The Fort Worth Club,See explanation in Sec. VIII,
2099,r,The Fort Worth Club,Sce explanation in Sec. VIII,
2099,r,The Fort Worth Club,See explanation in Sec. VIII,
2090,r,"University Club, Washington, DC","Honorary membership (Resigned IAW S.3296 on November 12, 2008)","$1,500.00"
2090,r,University Club Washing,"ton, DC Public Service Membershj",ened IAW S.3296 on
2085,d,Former and present law clerks and staff,Gift certificate for bicycle,"$1,000.00"
2084,r,David C. Prant,,
2080,r,Japan TV Scholarship (mmm,College scholarship,"$3,000.00"
2068,d,ColoradoDenver Bar Associations,Contribution toward cost of Investiture reception,$800.00
2068,d,Colorado Plaintiff Employment Lawyers Assocation,Contnbution toward cost of Investiture reception,"$1,000.00"
2068,d,"McNamarg, Roseman & Kazmierski LLP",Contnbution toward cost of Investiture reception,"$1,100.00"
2068,d,Hispanic National Bar Association,Conmbution toward cost of Investiture reception,"$1,500.00"
2068,d,Colorado Hispamic Bar Association,Contnbution toward cost of Investiture reception,$750.00
2049,d,Julie Johnson,Ticket to Memphis Grizzlies Game (gift to , 
2049,d,Julie Johnson,Ticket to Memphis Grizzlies Game (gift to , 
2048,d,Dwight D. Opperman Fd,One year membership to American Judicature Society,$75.00
2044,r,Ronald and Sharon Rhoads,"Flights, hotel stay, meals for dependant relative",$525.00
2044,r,"Joanna Marra laciofoli, employee of Hyatt Hotels",Family discount on cost of rooms and meals,"$1,700.00"
2044,r,Ronald and Sharon Rhoads,"Flights, hotel stays, and meals for dependant relative","$3,000.00"
2028,d,“The Union League Club,Reduced Membership per year,
2028,d,The Union League Club,Reduced membership per year,
2028,d,The Union League Club,Reduced membership per year,
2028,d,The Union League Club,Reduced membership per year,
2028,d,The Union League Club,Reduced membership per year,"$2,184.00"
2028,d,The Union League Club,Reduced membership per year,"$2,184.00"
2028,d,The Umon League Club,Reduced membership per year,
2027,r,Union League Club,Reduced rate signing privileges to federal judges; services & facility use charged,
2027,r,Union League Club,Rsduced rats signing privileges to federal judges; services & facility use charged,
2027,r,Union League Club,Reduced rate signing privileges to federal judges; services & facility use charged,
2026,d,Morgan & Helen Chu,Dinner/concert tickets: 1-Pod mm,
2026,d,James W. Colbert & Vicki Land,Dinners/concert tickets,
1999,d,The Bankruptcy System of the Judicial Conference,rd nl CE Le ne bl LA DES i aed ene,
3593,d,Organization (consisting primarily of Judges),POR aS eta Tu a Sr Ty oa YEO lic bh bad SE accommodations and meals,
3591,r,World Trade Center Plimsoll Club,Membership Dues,
3591,r,Gary Solomon,Saints football tickets,
3591,r,World Trade Center Plimsoll Club,Membership Dues,
3591,r,Gary Solomon,Saints football tickets,
3591,r,ChateauEstates Golf & Country Club,Free Membership Dues,
3591,r,World Trade Center Plimsoll Club,Membership Dues,
3591,r,Gary Solomon,Saints football tickets,
3591,r,Chateau Estates Golf & Country Club,Free Membership Dues,
3591,r,Chateau Estates Golf & Country Club,"Honorary Club Membership Dues - a letter of resignation was sent on O ctober 20, 2008","$1,903.10"
3591,r,Gary Solomon,Saints Football Season Tickets,"$4,328.00"
3591,r,World Trade Center Plimsoll Club,"Honorary Club Membership Dues - a letter of resignation was sent on O ctober 20, 2008",$200.00
3591,r,‘World Trade Canter Plimsoll Club,membership dues,
3591,r,Gary Soloman,New Orleans Saints football tickets,
3591,r,Chateau Estates Golf & Country Club,mambership dues,
3591,r,Tom Benson,2 New Orleans Saints Tickets for Opening Game,$340.00
3591,r,‘World Trade Center Plimsoll Club,membership dues,
3591,r,Gary Solomon,New Orleans Saints football tickets,
3591,r,Chateau Estates Golf & Country Club,membership dues,
3591,r,& Mrs. Tom Benson,New Orleans Samts Tickets,$400.00
3591,r,& Mrs. Tom Benson,New Orleans Samts Tickets,$6180.00
